sorgente,anno,regione,nome,sesso,palla,livello,cromatico,gigantamax,contrassegni,allenatore,allenatori,identificativo,abilita,natura_e_incontro,mosse,fiocchi,descrizione,metodo,luogo,inizio,fine,giochi
/events/dex/004.shtml,2016,America,Charmander,maschio,cherishball,5,no,no,11039,WORLDS16,1,08196,Solar Power,Any Nature. Date of Receiving WCS 2016. Apparently had a fateful encounter at Lv. 5,Scratch / Growl / Celebrate,Event Ribbon,Pokémon World Championships Distribution,In-Life,North America,19 August 2016,21 August 2016,"X, Y, OmegaRuby, AlphaSapphire"
/events/dex/004.shtml,2015,Japan,ヒトカゲ,entrambi,cherishball,5,no,no,11039,ポケモンラボ,1,07085,Blaze,Any Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 5,Growl / Ember / Smokescreen / Dragon Rage,Event Ribbon,Pokémon Lab Event - Special Distribution,Serial Code,Japan,8 July 2015,31 November 2015,"X, Y, OmegaRuby, AlphaSapphire"
/events/dex/004.shtml,2012,Japan,ヒトカゲ,entrambi,pokeball,1,no,no,,Yours,1,Yours,Blaze,Any Nature. Egg Received Date of Receiving Pokémon Event. Hatched at Location,False Swipe / Block / Blast Burn / Acrobatics,,Collect Pokémon Campaign,In-Life,Japan,1 September 2012,30 September 2012,"Black 2, White 2"
/events/dex/004.shtml,2010,Japan,ヒトカゲ,maschio,,10,no,no,,Yours,1,Yours,Solar Power,Any Nature. Date of Receiving Entree Forest. Met at Lv. 10,Scratch / Growl / Ember / Smokescreen,,Pokémon Pia,Global Link,Japan,14 October 2010,31 May 2011,"Black, White"
/events/dex/004.shtml,2010,Japan,ヒトカゲ,maschio,cherishball,40,no,no,,トウキョー,1,07200,Blaze,Hardy Nature. Date of Receiving PC Tokyo. Apparently had a fateful encounter at Lv. 40,Return / Hidden Power / Quick Attack / Howl,Classic Ribbon,Pokémon Center Birthday,In-Life,Japan,20 July 2010,3 November 2010,"Diamond, Pearl, Platinum, HeartGold, SoulSilver"
/events/dex/004.shtml,2009,Japan,ヒトカゲ,maschio,cherishball,40,no,no,,トウキョー,1,07209,Blaze,Naughty Nature. Date of Receiving PC Tokyo. Apparently had a fateful encounter at Lv. 40,Return / Hidden Power / Quick Attack / Howl,Classic Ribbon,Pokémon Center Birthday,In-Life,Japan,20 July 2009,19 July 2010,"Diamond, Pearl, Platinum, HeartGold, SoulSilver"
/events/dex/004.shtml,2008,Japan,ヒトカゲ,maschio,cherishball,40,no,no,,トウキョー,1,07208,Blaze,Na�ve Nature. Date of Receiving PC Tokyo. Apparently had a fateful encounter at Lv. 40,Return / Hidden Power / Quick Attack / Howl,Classic Ribbon,Pokémon Center Birthday,In-Life,Japan,20 July 2008,19 July 2009,"Diamond, Pearl"
/events/dex/004.shtml,2007,Japan,ヒトカゲ,maschio,cherishball,40,no,no,,トウキョー,1,07207,Blaze,Mild Nature. Date of Receiving PC Tokyo. Apparently had a fateful encounter at Lv. 40,Return / Hidden Power / Quick Attack / Howl,Classic Ribbon,Pokémon Center Birthday,In-Life,Japan,20 July 2007,19 July 2008,"Diamond, Pearl"
/events/dex/004.shtml,2006,Japan,ヒトカゲ,maschio,pokeball,10,no,no,,トウキョー / オーサカ / ナゴヤ / フクオカ / ヨコハマ / サッポロ,6,60227,Blaze,Any Nature. Date of Receiving Event. Met at Lv. 10,Scratch / Growl / Ember,,Gotta Catch 'Em All Event 4,In-Life,Japan,11 February 2006,27 February 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/006.shtml,2025,Global,Charizard,entrambi,cherishball,36,no,no,alpha za,Yours,1,Yours,Solar Power,Random Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 36,Solar Beam / Flamethrower / Dragon Claw / Air Slash,Classic Ribbon,Pok�mon Legends Z-A Mega Dimension Gift,Serial Code,Global,9 December 2025,19 January 2026,Legends: Z-A
/events/dex/006.shtml,2023,Global,Charizard,entrambi,pokeball,50,no,no,paldea,Yours,1,Yours,Blaze,Adamant Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 50,Crunch / Flare Blitz / Acrobatics / Belly Drum,Classic Ribbon,Pok�mon Horizons & TCG Distribution - Code: DARKTERA0006,Serial Code,Global,21 July 2023,31 August 2023,"Scarlet, Violet"
/events/dex/006.shtml,2021,Global,Charizard,maschio,cherishball,100,no,si,dynamaxicon galar,Leonardo,1,211031,Solar Power,Timid Nature. Date of Receiving a Battle Competition. Apparently had a fateful encounter at Lv. 100,Heat Wave / Blast Burn / Hurricane / Protect,Battle Champion Ribbon,Pok�mon Global Exhibition - Leonardo Bonanomi's Charizard. Code: GL0BALCHAMP2021,Wi-Fi,Global,31 October 2021,3 November 2021,"Sword, Shield"
/events/dex/006.shtml,2020,South Korea,리자몽,maschio,pokeball,50,no,no,galar,지우,1,200930,Blaze,Adamant Nature. Date of Receiving Pokémon Movie. Apparently had a fateful encounter at Lv. 50,Flamethrower / Dragon Tail / Slash / Seismic Toss,Wishing Ribbon,Pokémon Mewtwo Strikes Back EVOLUTION - Watch Gift - Ash's Charizard,Serial Code,Korea,30 September 2020,30 September 2020,"Sword, Shield"
/events/dex/006.shtml,2017,America,Charizard,entrambi,cherishball,50,no,no,10010,Bullseye,1,100117,Blaze,Any Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 50,Dragon Dance / Flare Blitz / Fly / Earthquake,Classic Ribbon,Pokémon Charizard GX Tie-in - Target Exclusive Distribution,Serial Code,United States,1 October 2017,14 October 2017,"Sun, Moon"
/events/dex/006.shtml,2017,Japan,リザードン,maschio,pokeball,40,no,no,10010,サトシ,1,170715,Blaze,Adamant Nature. Date of Receiving 2017 Pokémon Movie. Apparently had a fateful encounter at Lv. 5,Flamethrower / Dragon Rage / Slash / Seismic Toss,Wishing Ribbon,Pokémon I Choose You - Ash's Charizard - 7-11 Distribution,Serial Code,Japan,1 August 2017,20 August 2017,"Sun, Moon"
/events/dex/006.shtml,2017,Japan,リザードン,maschio,cherishball,40,no,no,10010,コロコロ,1,565640,Blaze,Jolly Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 40,Dragon Claw / Dragon Rage / Fly / Flare Blitz,Classic Ribbon,CoroCoro April 2017 Issue - No. 1 Pok�mon Distribution Gift,Serial Code,Japan,15 March 2017,14 May 2017,"Sun, Moon"
/events/dex/006.shtml,2017,South Korea,리자몽,maschio,pokeball,40,no,no,10010,지우,1,170715,Blaze,Adamant Nature. Date of Receiving a Pokémon Movie. Apparently had a fateful encounter at Lv. 40,Flamethrower / Dragon Rage / Slash / Seismic Toss,Wishing Ribbon,Pokémon I Choose You - Pokémon Pop-Up Store Distribution,In-Life,South Korea,15 December 2017,31 December 2017,"Sun, Moon, Ultra Sun, Ultra Moon"
/events/dex/006.shtml,2016,Japan,リザードン,entrambi,cherishball,100,no,no,11039,Pスクラップ,1,04286,Solar Power,Any Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 100,Flare Blitz / Blast Burn / Scary Face / Fire Pledge,Classic Ribbon,Pokémon Scrap 2016 Campaign,Serial Code,Japan,28 April 2016,31 August 2016,"OmegaRuby, AlphaSapphire"
/events/dex/006.shtml,2016,Japan,リザードン,entrambi,cherishball,36,si,no,11039 9733,メガトウキョー,1,12124,Blaze,Any Nature. Date of Receiving PC Tokyo. Apparently had a fateful encounter at Lv. 36,Overheat / Solar Beam / Focus Blast / Hold Hands,Premier Ribbon,Pokémon Center Hiroshima - Repeat Event,In-Life,Japan,1 January 2016,31 January 2016,"OmegaRuby, AlphaSapphire"
/events/dex/006.shtml,2015,Japan,リザードン,entrambi,cherishball,36,no,no,11039,マオ,1,11195,Blaze,Serious Nature. Date of Receiving a Pokémon Event. Apparently had a fateful encounter at Lv. 36,Flamethrower / Ember / Fire Spin / Flame Burst,Souvenir Ribbon,Pokémon Expo Gym Event,Serial Code,Japan,19 November 2015,7 December 2015,"X, Y, OmegaRuby, AlphaSapphire"
/events/dex/006.shtml,2015,Europe,Charizard,entrambi,cherishball,36,si,no,11039 9733,SPRING 2015,1,04015,Blaze,Any Nature. Date of Receiving A lovely place. Apparently had a fateful encounter at Lv. 36,Overheat / Solar Beam / Focus Blast / Hold Hands,Classic Ribbon,GAME UK Distribution,Serial Code,Europe,3 April 2015,3 July 2015,"X, Y, OmegaRuby, AlphaSapphire"
/events/dex/006.shtml,2015,Europe,Glurak,entrambi,cherishball,36,si,no,11039 9733,FRÜHL. 2015,1,04015,Blaze,Any Nature. Date of Receiving A lovely place. Apparently had a fateful encounter at Lv. 36,Overheat / Solar Beam / Focus Blast / Hold Hands,Classic Ribbon,Gamestop Germany Distribution,Serial Code,Germany,1 April 2015,3 July 2015,"X, Y, OmegaRuby, AlphaSapphire"
/events/dex/006.shtml,2015,South Korea,리자몽,entrambi,cherishball,36,si,no,11039 9733,メガトウキョー,1,08085,Blaze,Any Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 36,Overheat / Solar Beam / Focus Blast / Roost,Premier Ribbon,Pokémon Mega Battle Festival Gift,In-Life,South Korea,8 August 2015,9 August 2015,"OmegaRuby, AlphaSapphire"
/events/dex/006.shtml,2015,South Korea,리자몽,entrambi,cherishball,36,si,no,11039 9733,올레 tv,1,04305,Blaze,Any Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 36,Overheat / Solar Beam / Focus Blast / Roost,Premier Ribbon,Pokémon Olleh TV Distribution,In-Life,South Korea,10 May 2015,14 June 2015,"OmegaRuby, AlphaSapphire"
/events/dex/006.shtml,2014,Japan,リザードン,entrambi,cherishball,36,si,no,11039 9733,メガトウキョー,1,12124,Blaze,Any Nature. Date of Receiving PC Tokyo. Apparently had a fateful encounter at Lv. 36,Overheat / Solar Beam / Focus Blast / Hold Hands,Premier Ribbon,Pokémon Center Mega Tokyo Opening Distribution,In-Life,Japan,12 December 2014,16 January 2015,"X, Y, OmegaRuby, AlphaSapphire"
/events/dex/006.shtml,2014,Japan,リザードン,maschio,cherishball,36,no,no,11039,コロコロ,1,03154,Blaze,Any Nature. Date of Receiving A lovely place. Apparently had a fateful encounter at Lv. 36,Dragon Rage / Fire Fang / Air Slash / Dragon Claw,Classic Ribbon,CoroCoro March Gift,Serial Code,Japan,15 March 2014,29 August 2014,Y
/events/dex/006.shtml,2014,Japan,リザードン,maschio,cherishball,36,no,no,11039,コロコロ,1,03154,Blaze,Any Nature. Date of Receiving A lovely place. Apparently had a fateful encounter at Lv. 36,Fire Fang / Flame Burst / Air Slash / Inferno,Classic Ribbon,CoroCoro March Gift,Serial Code,Japan,15 March 2014,29 August 2014,X
/events/dex/006.shtml,2014,Europe,Glurak,maschio,cherishball,36,no,no,11039,GAMESTOP14,1,08134,Blaze,Any Nature. Date of Receiving A lovely place. Apparently had a fateful encounter at Lv. 36,Dragon Rage / Fire Fang / Air Slash / Dragon Claw,Classic Ribbon,German Gamestop - Flashfire Tie-in,Serial Code,Germany,1 September 2014,30 September 2014,Y
/events/dex/006.shtml,2014,Europe,Glurak,maschio,cherishball,36,no,no,11039,GAMESTOP14,1,08134,Blaze,Any Nature. Date of Receiving A lovely place. Apparently had a fateful encounter at Lv. 36,Fire Fang / Flame Burst / Air Slash / Inferno,Classic Ribbon,German Gamestop - Flashfire Tie-in,Serial Code,Germany,1 September 2014,30 September 2014,X
/events/dex/006.shtml,2014,Europe,Charizard,maschio,cherishball,36,no,no,11039,GAME 2014,1,07114,Blaze,Any Nature. Date of Receiving A lovely place. Apparently had a fateful encounter at Lv. 36,Dragon Rage / Fire Fang / Air Slash / Dragon Claw,Classic Ribbon,GAME Distribution - Flashfire Tie-in,In-Life,United Kingdom,11 July 2014,10 August 2014,Y
/events/dex/006.shtml,2014,Europe,Charizard,maschio,cherishball,36,no,no,11039,GAME 2014,1,07114,Blaze,Any Nature. Date of Receiving A lovely place. Apparently had a fateful encounter at Lv. 36,Fire Fang / Flame Burst / Air Slash / Inferno,Classic Ribbon,GAME Distribution - Flashfire Tie-in,In-Life,United Kingdom,11 July 2014,10 August 2014,X
/events/dex/006.shtml,2014,Others,Charizard,maschio,cherishball,36,no,no,11039,XY,1,07274,Blaze,Any Nature. Date of Receiving A lovely place. Apparently had a fateful encounter at Lv. 36,Dragon Rage / Fire Fang / Air Slash / Dragon Claw,Classic Ribbon,Official Facebook Promotion,Serial Code,Hong Kong,27 July 2014,10 August 2014,Y
/events/dex/006.shtml,2014,Others,Charizard,maschio,cherishball,36,no,no,11039,XY,1,07274,Blaze,Any Nature. Date of Receiving A lovely place. Apparently had a fateful encounter at Lv. 36,Fire Fang / Flame Burst / Air Slash / Inferno,Classic Ribbon,Official Facebook Promotion,Serial Code,Hong Kong,27 July 2014,10 August 2014,X
/events/dex/006.shtml,2014,South Korea,리자몽,maschio,cherishball,36,no,no,11039,올레 tv,1,07264,Blaze,Any Nature. Date of Receiving A lovely place. Apparently had a fateful encounter at Lv. 36,Dragon Rage / Fire Fang / Air Slash / Dragon Claw,Classic Ribbon,Pokémon Town Event,In-Life,South Korea,26 July 2014,26 July 2014,Y
/events/dex/006.shtml,2014,South Korea,리자몽,maschio,cherishball,36,no,no,11039,올레 tv,1,07264,Blaze,Any Nature. Date of Receiving A lovely place. Apparently had a fateful encounter at Lv. 36,Fire Fang / Flame Burst / Air Slash / Inferno,Classic Ribbon,Pokémon Town Event,In-Life,South Korea,26 July 2014,26 July 2014,X
/events/dex/006.shtml,2014,South Korea,리자몽,maschio,cherishball,36,no,no,11039,올레 tv,1,04114,Blaze,Any Nature. Date of Receiving A lovely place. Apparently had a fateful encounter at Lv. 36,Dragon Rage / Fire Fang / Air Slash / Dragon Claw,Classic Ribbon,Olleh TV Website Gift,Serial Code,South Korea,11 April 2014,31 May 2014,Y
/events/dex/006.shtml,2014,South Korea,리자몽,maschio,cherishball,36,no,no,11039,올레 tv,1,04114,Blaze,Any Nature. Date of Receiving A lovely place. Apparently had a fateful encounter at Lv. 36,Fire Fang / Flame Burst / Air Slash / Inferno,Classic Ribbon,Olleh TV Website Gift,Serial Code,South Korea,11 April 2014,31 May 2014,X
/events/dex/006.shtml,2006,America,Charizard,entrambi,pokeball,70,no,no,,10 ANIV,1,06808,Blaze,Any Nature. Date of Receiving Event. Met at Lv. 70,Wing Attack / Slash / Dragon Rage / Fire Spin,,Bryant Park,In-Life,USA,8 August 2006,8 August 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/006.shtml,2006,America,Charizard,entrambi,pokeball,70,no,no,,10 ANIV,1,00010,Blaze,Any Nature. Date of Receiving Event. Met at Lv. 70,Wing Attack / Slash / Dragon Rage / Fire Spin,,10th Anniversary,In-Life,USA,25 February 2006,23 July 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/006.shtml,2006,Europe,Charizard,entrambi,pokeball,70,no,no,,10ANNIV,1,06227,Blaze,Any Nature. Date of Receiving Event. Met at Lv. 70,Wing Attack / Slash / Dragon Rage / Fire Spin,,10th Anniversary,In-Life,Netherlands,14 October 2006,19 November 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/006.shtml,2006,Europe,Charizard,entrambi,pokeball,70,no,no,,10ANNIV,1,06227,Blaze,Any Nature. Date of Receiving Event. Met at Lv. 70,Wing Attack / Slash / Dragon Rage / Fire Spin,,10th Anniversary,In-Life,UK,14 October 2006,19 November 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/006.shtml,2006,Europe,DRACAUFEU,entrambi,pokeball,70,no,no,,10ANNIV,1,06227,Blaze,Any Nature. Date of Receiving Event. Met at Lv. 70,Wing Attack / Slash / Dragon Rage / Fire Spin,,10th Anniversary,In-Life,France,26 September 2006,No End Date,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/006.shtml,2006,Europe,GLURAK,entrambi,pokeball,70,no,no,,10JAHRE,1,06227,Blaze,Any Nature. Date of Receiving Event. Met at Lv. 70,Wing Attack / Slash / Dragon Rage / Fire Spin,,10th Anniversary,In-Life,Germany,24 September 2006,5 November 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/006.shtml,2006,Europe,Charizard,entrambi,pokeball,70,no,no,,10ANIV,1,06227,Blaze,Any Nature. Date of Receiving Event. Met at Lv. 70,Wing Attack / Slash / Dragon Rage / Fire Spin,,10th Anniversary,In-Life,Spain,27 June 2006,27 August 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/006.shtml,2006,Europe,Charizard,entrambi,pokeball,70,no,no,,10ANNI,1,06227,Blaze,Any Nature. Date of Receiving Event. Met at Lv. 70,Wing Attack / Slash / Dragon Rage / Fire Spin,,10th Anniversary,In-Life,Italy,23 June 2006,25 June 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/006.shtml,2006,Europe,Charizard,entrambi,pokeball,70,no,no,,10ANNIV,1,06227,Blaze,Any Nature. Date of Receiving Event. Met at Lv. 70,Wing Attack / Slash / Dragon Rage / Fire Spin,,10th Anniversary,In-Life,UK,10 June 2006,10 June 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/007.shtml,2021,Global,Squirtle,entrambi,cherishball,14,no,si,dynamaxicon galar,HOME,1,210601,Torrent,Modest Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 14,Water Gun / Withdraw / Rapid Spin / Bite,Premier Ribbon,Pokémon HOME June Update Gift,Wi-Fi,Global,17 June 2021,30 June 2021,HOME
/events/dex/007.shtml,2021,Global,Squirtle,entrambi,cherishball,14,no,si,dynamaxicon galar,HOME,1,210601,Torrent,Modest Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 14,Water Gun / Withdraw / Rapid Spin / Bite,Premier Ribbon,Pokémon HOME June Update Gift,Wi-Fi,Global,17 June 2021,30 June 2021,"Sword, Shield"
/events/dex/007.shtml,2016,America,Squirtle,maschio,cherishball,5,no,no,11039,WORLDS16,1,08196,Rain Dish,Any Nature. Date of Receiving WCS 2016. Apparently had a fateful encounter at Lv. 5,Tackle / Tail Whip / Celebrate,Event Ribbon,Pokémon World Championships Distribution,In-Life,North America,19 August 2016,21 August 2016,"X, Y, OmegaRuby, AlphaSapphire"
/events/dex/007.shtml,2015,Japan,ゼニガメ,entrambi,cherishball,5,no,no,11039,ポケモンラボ,1,07085,Torrent,Any Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 5,Tail Whip / Water Gun / Withdraw / Bubble Beam,Event Ribbon,Pokémon Lab Event - Special Distribution,Serial Code,Japan,8 July 2015,31 November 2015,"X, Y, OmegaRuby, AlphaSapphire"
/events/dex/007.shtml,2012,Japan,ゼニガメ,entrambi,pokeball,1,no,no,,Yours,1,Yours,Torrent,Any Nature. Egg Received Date of Receiving Pokémon Event. Hatched at Location,False Swipe / Block / Hydro Cannon / Follow Me,,Collect Pokémon Campaign,In-Life,Japan,1 September 2012,30 September 2012,"Black 2, White 2"
/events/dex/007.shtml,2010,Japan,ゼニガメ,maschio,,10,no,no,,Yours,1,Yours,Rain Dish,Any Nature. Date of Receiving Entree Forest. Met at Lv. 10,Tackle / Tail Whip / Bubble / Withdraw,,Pokémon Pia,Global Link,Japan,14 October 2010,31 May 2011,"Black, White"
/events/dex/007.shtml,2006,Japan,ゼニガメ,maschio,pokeball,10,no,no,,トウキョー / オーサカ / ナゴヤ / フクオカ / ヨコハマ / サッポロ,6,60227,Torrent,Any Nature. Date of Receiving Event. Met at Lv. 10,Tackle / Tail Whip / Bubble / Withdraw,,Gotta Catch 'Em All Event 4,In-Life,Japan,11 February 2006,27 February 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/009.shtml,2016,Japan,カメックス,entrambi,cherishball,100,no,no,11039,Pスクラップ,1,04286,Rain Dish,Any Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 100,Hydro Pump / Hydro Cannon / Iron Defense / Water Pledge,Classic Ribbon,Pokémon Scrap 2016 Campaign,Serial Code,Japan,28 April 2016,31 August 2016,"OmegaRuby, AlphaSapphire"
/events/dex/009.shtml,2006,America,Blastoise,entrambi,pokeball,70,no,no,,10 ANIV,1,06808,Torrent,Any Nature. Date of Receiving Event. Met at Lv. 70,Protect / Rain Dance / Skull Bash / Hydro Pump,,Bryant Park,In-Life,USA,8 August 2006,8 August 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/009.shtml,2006,America,Blastoise,entrambi,pokeball,70,no,no,,10 ANIV,1,00010,Torrent,Any Nature. Date of Receiving Event. Met at Lv. 70,Protect / Rain Dance / Skull Bash / Hydro Pump,,10th Anniversary,In-Life,USA,25 February 2006,23 July 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/018.shtml,2013,Japan,ピジョット,maschio,cherishball,61,no,no,,ブルー,1,02276,Keen Eye,Naughty Nature. Date of Receiving Pokémon League. Apparently had a fateful encounter at Lv. 61,Whirlwind / Wing Attack / Sky Attack / Mirror Move,Souvenir Ribbon,Pokémon Game Show - Blue's Pidgeot,In-Life,Japan,17 August 2013,18 August 2013,"Black, White, Black 2, White 2"
/events/dex/023.shtml,2006,Japan,アーボ,maschio,pokeball,10,no,no,,トウキョー / オーサカ / ナゴヤ / フクオカ / ヨコハマ / サッポロ,6,60114,Intimidate or Shed Skin,Any Nature. Date of Receiving Event. Met at Lv. 10,Wrap / Leer / Poison Sting,,Gotta Catch 'Em All Event 3,In-Life,Japan,14 January 2006,29 January 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/023.shtml,2004,America,Ekans,entrambi,pokeball,14,no,no,,JEREMY,1,24680,Shed skin,Any Nature. Date of Receiving Event. Met at Lv. 14,Leer / Wrap / Poison Sting / Bite,,Toys 'R' Us,In-Life,USA,25 September 2004,25 September 2004,"FireRed, LeafGreen"
/events/dex/024.shtml,2025,Others,Arbok,entrambi,cherishball,,si,no,9733 letsgo,250129,1,新年快乐,,?? Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. ??,,,Pokémon China Distribution. Code:,Serial Code,China,29 January 2025,12 February 2025,"Let's Go, Pikachu!, Let's Go, Eevee!"
/events/dex/025.shtml,2023,Japan,マイぴか,maschio,cherishball,25,no,no,paldea,ポケセン,1,230422,Static,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 25,Celebrate / Play Nice / Present / Thunderbolt,Premier Ribbon,Pok�mon Center - 25th Anniversary Distribution,Serial Code,Japan,22 April 2023,30 June 2023,"Scarlet, Violet"
/events/dex/025.shtml,2022,Global,Pikachu,entrambi,pokeball,5,no,no,paldea,Yours,1,Yours,Static,Any Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 5,Fly / Tail Whip / Thunder Shock / Quick Attack,Classic Ribbon,Pok�mon Scarlet & Violet - Pre-Purchase Distribution,Wi-Fi,Global,18 November 2022,28 February 2023,"Scarlet, Violet"
/events/dex/025.shtml,2022,Japan,ピカチュウ,maschio,pokeball,80,no,no,galar,サトシ,1,970401,Static,Hardy Nature. Date of Receiving a 2022 Pokémon Movie. Apparently had a fateful encounter at Lv. 80,Thunderbolt / Quick Attack / Iron Tail / Electroweb,Alola Champion Ribbon,Pok�mon Movie Fest - Special Distribution,Serial Code,Japan,11 August 2022,30 September 2022,"Sword, Shield"
/events/dex/025.shtml,2021,Global,Pikachu,entrambi,cherishball,25,no,no,galar,GF,1,210227,Lightning Rod,Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 25,Sing / Encore / Celebrate / Electro Ball,Souvenir Ribbon,Pok�mon P25 Music Distribution - Code: P25MUS1C,Serial Code,Global,25 February 2021,25 March 2021,"Sword, Shield"
